Time, T_zad, F_zm, T_zm, T_pm, T_pco, T_zco, T_0, F_cob0, F_cob1, T_r0, T_r1
 16:15,20,-nan(ind),78,-nan(ind),-nan(ind),-nan(ind),2.8,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 16:20,20,-nan(ind),78,-nan(ind),-nan(ind),-nan(ind),2.8,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 16:25,20,-nan(ind),78,-nan(ind),-nan(ind),-nan(ind),2.8,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 16:30,20,-nan(ind),78.125,-nan(ind),-nan(ind),-nan(ind),2.75,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 16:35,20,-nan(ind),78.125,-nan(ind),-nan(ind),-nan(ind),2.75,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 16:40,20,-nan(ind),78.375,-nan(ind),-nan(ind),-nan(ind),2.65,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 16:45,20,-nan(ind),78.125,-nan(ind),-nan(ind),-nan(ind),2.75,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 16:50,20,-nan(ind),78.375,-nan(ind),-nan(ind),-nan(ind),2.65,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 16:55,20,-nan(ind),78.375,-nan(ind),-nan(ind),-nan(ind),2.65,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 17:00,20,-nan(ind),78.375,-nan(ind),-nan(ind),-nan(ind),2.65,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 17:05,20,-nan(ind),78.375,-nan(ind),-nan(ind),-nan(ind),2.65,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 17:10,20,-nan(ind),78.5,-nan(ind),-nan(ind),-nan(ind),2.6,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 17:15,20,-nan(ind),78.5,-nan(ind),-nan(ind),-nan(ind),2.6,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 17:20,20,-nan(ind),78.5,-nan(ind),-nan(ind),-nan(ind),2.6,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 17:25,20,-nan(ind),78.5,-nan(ind),-nan(ind),-nan(ind),2.6,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 17:30,20,-nan(ind),78.75,-nan(ind),-nan(ind),-nan(ind),2.5,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 17:35,20,-nan(ind),78.75,-nan(ind),-nan(ind),-nan(ind),2.5,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
